160	185	222
160	185	222
160	185	222
160	185	222
161	185	222
161	185	222
160	160	128
162	185	222
162	185	222
162	185	222
162	186	222
163	186	222
163	186	222
163	186	222
164	186	222
164	186	222
164	186	222
165	186	222
165	186	222
165	186	222
165	186	222
166	186	222
166	186	222
166	186	222
167	186	222
167	186	222
167	186	222
168	186	222
168	186	222
168	186	222
169	187	222
169	187	222
170	187	222
170	187	222
170	187	222
171	187	222
171	187	222
171	187	222
172	187	222
172	187	222
173	187	222
173	187	222
173	187	222
174	187	222
174	187	222
175	187	222
175	187	222
176	188	222
176	188	222
176	188	222
177	188	222
177	188	222
178	188	222
178	188	222
179	188	222
179	188	222
180	188	222
180	188	222
181	188	222
182	188	222
182	189	222
183	189	222
183	189	222
164	164	222
164	164	222
165	164	222
164	164	222
165	164	222
165	164	222
165	164	222
165	164	222
165	164	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	163	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	162	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	161	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	160	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	159	222
165	158	222
165	158	222
165	158	222
165	158	222
165	158	222
165	158	222
165	158	222
165	158	222
165	158	222
165	158	222
165	158	222
165	158	222
165	158	222
165	157	222
165	157	222
165	157	222
166	157	222
166	157	222
166	157	222
166	157	222
166	157	222
166	157	222
166	157	222
166	157	222
166	157	222
166	157	222
166	156	222
166	156	222
166	156	222
166	156	222
166	156	222
166	156	222
166	156	222
166	156	222
166	156	222
166	156	222
166	155	222
166	155	222
166	155	222
160	160	128
166	155	222
160	160	128
166	155	222
166	155	222
