160	160	128
166	155	222
160	160	128
166	155	222
160	160	128
166	155	222
166	155	222
160	160	128
160	160	128
166	154	222
166	154	222
160	160	128
165	154	222
165	154	222
165	154	222
165	154	222
165	154	222
165	154	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
164	154	222
163	154	222
163	154	222
163	154	222
163	154	222
163	154	222
163	153	222
163	153	222
163	153	222
163	153	222
163	153	222
163	153	222
163	153	222
162	153	222
162	153	222
162	153	222
162	153	222
162	153	222
162	153	222
162	153	222
162	153	222
162	153	222
162	153	222
162	153	222
162	153	222
162	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
161	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
160	153	222
159	153	222
159	153	222
159	153	222
159	153	222
159	153	222
159	153	222
159	153	222
159	153	222
159	153	222
159	153	222
159	153	222
159	153	222
159	153	222
158	153	222
158	153	222
158	153	222
158	153	222
158	153	222
158	153	222
158	153	222
158	153	222
158	153	222
158	153	222
158	153	222
158	153	222
158	153	222
157	153	222
157	153	222
157	153	222
157	153	222
157	153	222
157	153	222
157	153	222
157	153	222
157	153	222
160	160	128
157	153	222
156	153	222
156	153	222
160	160	128
156	153	222
156	153	222
156	153	222
160	160	128
156	152	222
156	153	222
160	160	128
160	160	128
156	153	222
156	152	222
156	153	222
155	153	222
155	153	222
155	153	222
155	154	222
155	154	222
155	154	222
155	154	222
155	154	222
155	154	222
155	154	222
155	154	222
155	154	222
155	155	222
155	155	222
155	155	222
155	155	222
155	155	222
155	155	222
155	155	222
155	155	222
155	155	222
155	155	222
155	155	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	156	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	157	222
155	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	158	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	159	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	160	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	161	222
154	162	222
154	162	222
154	162	222
154	162	222
154	162	222
154	162	222
160	160	128
154	162	222
160	160	128
154	162	222
160	160	128
154	162	222
160	160	128
154	162	222
160	160	128
154	162	222
160	160	128
154	162	222
154	162	222
160	160	128
154	163	222
160	160	128
154	163	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
129	180	222
142	172	222
143	172	222
143	172	222
143	172	222
144	172	222
144	172	222
144	172	222
145	172	222
145	172	222
145	172	222
146	172	222
146	172	222
146	172	222
146	172	222
147	172	222
147	172	222
147	172	222
148	172	222
148	172	222
148	172	222
148	172	222
148	172	222
149	172	222
149	173	222
149	172	222
149	173	222
150	173	222
150	173	222
150	173	222
150	173	222
150	173	222
151	173	222
151	173	222
151	173	222
151	173	222
151	173	222
152	173	222
152	173	222
160	160	128
152	173	222
160	160	128
152	173	222
160	160	128
160	160	128
160	160	128
148	183	222
148	183	222
148	183	222
149	184	222
149	184	222
149	184	222
150	184	222
150	184	222
150	184	222
150	184	222
160	160	128
151	184	222
151	184	222
152	184	222
152	184	222
152	184	222
152	184	222
153	184	222
153	184	222
153	184	222
154	184	222
154	184	222
154	184	222
154	184	222
155	184	222
155	184	222
155	184	222
156	185	222
156	185	222
156	185	222
156	185	222
157	185	222
157	185	222
157	185	222
158	185	222
158	185	222
158	185	222
158	185	222
159	185	222
159	185	222
159	185	222
