160	160	128
160	175	222
160	176	222
160	176	222
160	176	222
161	176	222
161	176	222
161	176	222
161	176	222
161	176	222
161	176	222
162	176	222
162	176	222
162	176	222
162	176	222
162	176	222
163	176	222
163	176	222
163	176	222
163	176	222
163	176	222
164	176	222
164	176	222
164	176	222
164	176	222
164	177	222
165	177	222
165	177	222
165	177	222
165	177	222
165	177	222
166	177	222
166	177	222
166	177	222
166	177	222
167	177	222
167	177	222
167	177	222
167	177	222
168	177	222
168	177	222
168	177	222
168	177	222
169	177	222
169	178	222
169	177	222
160	160	128
170	178	222
160	160	128
170	176	222
160	160	128
170	176	222
170	176	222
170	176	222
170	175	222
170	175	222
170	175	222
171	174	222
171	174	222
171	174	222
171	174	222
171	173	222
171	173	222
171	173	222
171	173	222
171	172	222
171	172	222
171	172	222
171	172	222
171	171	222
171	171	222
171	171	222
171	171	222
171	171	222
172	170	222
172	170	222
172	170	222
172	170	222
172	170	222
172	169	222
172	169	222
172	169	222
172	169	222
172	169	222
172	168	222
172	168	222
172	168	222
172	168	222
172	168	222
160	160	128
172	167	222
172	167	222
172	167	222
172	167	222
172	167	222
173	166	222
173	166	222
173	166	222
173	166	222
173	166	222
173	166	222
173	165	222
173	165	222
173	165	222
173	165	222
173	165	222
173	165	222
173	165	222
173	164	222
173	164	222
173	164	222
173	164	222
173	164	222
173	164	222
173	163	222
173	163	222
173	163	222
173	163	222
173	163	222
173	163	222
173	162	222
173	162	222
160	160	128
160	160	128
160	160	128
174	162	222
174	161	222
174	161	222
174	161	222
174	161	222
174	161	222
174	161	222
174	161	222
174	160	222
174	160	222
174	160	222
174	160	222
174	160	222
174	160	222
174	159	222
174	159	222
174	159	222
174	159	222
174	159	222
174	159	222
174	158	222
174	158	222
174	158	222
174	158	222
174	158	222
175	158	222
175	157	222
160	160	128
160	160	128
186	155	222
160	160	128
186	155	222
160	160	128
186	154	222
186	154	222
186	154	222
186	154	222
186	153	222
187	153	222
187	153	222
187	152	222
187	152	222
187	151	222
187	151	222
187	151	222
187	150	222
187	150	222
187	150	222
187	149	222
187	149	222
188	148	222
188	148	222
188	148	222
188	147	222
188	147	222
188	146	222
188	146	222
188	146	222
188	145	222
189	145	222
189	144	222
189	144	222
189	143	222
189	143	222
189	142	222
189	142	222
189	141	222
189	141	222
189	140	222
190	140	222
190	139	222
177	147	222
160	160	128
176	147	222
176	147	222
176	147	222
